Province_State,Lat,Long_,Confirmed,Deaths
Oklahoma,35.5653,-96.9289,1250013,17412
Oregon,44.572,-122.0709,939303,8962
Pennsylvania,40.5908,-77.2098,3416848,48892
Puerto Rico,18.2208,-66.5901,1056389,5547
Rhode Island,41.6809,-71.5118,443645,3770
South Carolina,33.8569,-80.945,1770059,18834
South Dakota,44.2998,-99.4388,271856,3118
Tennessee,35.7478,-86.6923,2444186,28620
Texas,31.0545,-97.5635,8212461,91599
Utah,40.15,-111.8624,1074828,5187
Vermont,44.0459,-72.7107,148393,791
Virgin Islands,18.3358,-64.8963,23781,127
Virginia,37.7693,-78.17,2211948,22686
Washington,47.4009,-121.4905,1883676,15038
West Virginia,38.4912,-80.9545,626123,7672
Wisconsin,44.2685,-89.6165,1963759,15807
Wyoming,42.756,-107.3025,183151,1958
Alabama,32.3182,-86.9023,469319,8449
Alaska,61.3707,-152.4044,55258,279
American Samoa,-14.271,-170.132,0,0
Arizona,33.7298,-111.4312,775622,13948
Arkansas,34.9697,-92.3731,304723,5050
California,36.1162,-119.6816,3451270,43150
Colorado,39.0598,-105.3111,420625,5945
Connecticut,41.5978,-72.7554,259372,7214
Delaware,39.3185,-75.5071,79546,1325
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,37634,940
Florida,27.7663,-81.6868,1763873,27457
Georgia,33.0406,-83.6431,932912,14858
Grand Princess,,,103,3
Guam,13.4443,144.7937,7636,129
Hawaii,21.0943,-157.4983,27101,416
Idaho,44.2405,-114.4788,164969,1758
Illinois,40.3495,-88.9861,1141219,21603
Indiana,39.8494,-86.2583,635171,11686
Iowa,42.0115,-93.2105,323797,5067
Kansas,38.5266,-96.7265,283508,4112
Kentucky,37.6681,-84.6701,374259,3971
Louisiana,31.1695,-91.8678,409861,9076
Maine,44.6939,-69.3819,40799,632
Maryland,39.0639,-76.8021,360584,7287
Massachusetts,42.2302,-71.5301,537208,12526
Michigan,43.3266,-84.5361,619499,15750
Minnesota,45.6945,-93.9002,466224,6341
Mississippi,32.7416,-89.6787,279742,6222
Missouri,38.4561,-92.2884,542198,7455
Montana,46.9219,-110.4544,95458,1307
Nebraska,41.1254,-98.2681,193069,1958
Nevada,38.3135,-117.0554,282493,4463
New Hampshire,43.4525,-71.5639,67919,1091
New Jersey,40.2989,-74.521,713324,21886
New Mexico,34.8405,-106.2485,176793,3378
New York,42.1657,-74.9481,1458809,44277
North Carolina,35.6301,-79.8064,787349,9841
North Dakota,47.5289,-99.784,97672,1451
Northern Mariana Islands,15.0979,145.6739,133,2
Ohio,40.3888,-82.7649,914530,17687
Oklahoma,35.5653,-96.9289,400527,3710
Oregon,44.572,-122.0709,146137,2002
Pennsylvania,40.5908,-77.2098,870306,22251
Puerto Rico,18.2208,-66.5901,95064,1867
Rhode Island,41.6809,-71.5118,117891,2393
South Carolina,33.8569,-80.945,459974,7553
South Dakota,44.2998,-99.4388,108944,1798
Tennessee,35.7478,-86.6923,732842,10405
Texas,31.0545,-97.5635,2512932,38934
Utah,40.15,-111.8624,352489,1728
Vermont,44.0459,-72.7107,12612,181
Virgin Islands,18.3358,-64.8963,2449,24
Virginia,37.7693,-78.17,521467,6732
Washington,47.4009,-121.4905,319371,4449
West Virginia,38.4912,-80.9545,123641,2100
Wisconsin,44.2685,-89.6165,598902,6575
Wyoming,42.756,-107.3025,52576,624
Alabama,32.3182,-86.9023,1568934,20737
Alaska,61.3707,-152.4044,301432,1455
American Samoa,-14.271,-170.132,8266,34
Arizona,33.7298,-111.4312,2378334,32182
Arkansas,34.9697,-92.3731,985945,12695
California,36.1162,-119.6816,11835892,98544
Colorado,39.0598,-105.3111,1736226,13882
Connecticut,41.5978,-72.7554,949661,11781
Delaware,39.3185,-75.5071,321888,3206
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,173386,1411
Florida,27.7663,-81.6868,7338503,83906
Georgia,33.0406,-83.6431,2985193,41417
Grand Princess,,,103,3
Guam,13.4443,144.7937,60020,411
Hawaii,21.0943,-157.4983,372198,1761
Idaho,44.2405,-114.4788,511601,5316
Illinois,40.3495,-88.9861,3969832,40678
Indiana,39.8494,-86.2583,2002760,25364
Iowa,42.0115,-93.2105,886411,10424
Kansas,38.5266,-96.7265,917065,9717
Kentucky,37.6681,-84.6701,1662581,17671
Louisiana,31.1695,-91.8678,1514113,18370
Maine,44.6939,-69.3819,306647,2790
Maryland,39.0639,-76.8021,1318234,15967
Massachusetts,42.2302,-71.5301,2154886,22940
Michigan,43.3266,-84.5361,2988654,40767
Minnesota,45.6945,-93.9002,1736893,14320
Mississippi,32.7416,-89.6787,955145,13097
Missouri,38.4561,-92.2884,1732724,22246
Montana,46.9219,-110.4544,323055,3621
Nebraska,41.1254,-98.2681,555114,4685
Nevada,38.3135,-117.0554,876118,11751
New Hampshire,43.4525,-71.5639,367542,2856
New Jersey,40.2989,-74.521,2926834,35510
New Mexico,34.8405,-106.2485,659056,8814
New York,42.1657,-74.9481,6578006,75139
North Carolina,35.6301,-79.8064,3316814,27629
North Dakota,47.5289,-99.784,280850,2427
Northern Mariana Islands,15.0979,145.6739,13319,41
Ohio,40.3888,-82.7649,3307568,41269
Oklahoma,35.5653,-96.9289,1250013,17412
Oregon,44.572,-122.0709,939303,8962
Pennsylvania,40.5908,-77.2098,3416848,48892
Puerto Rico,18.2208,-66.5901,1054239,5541
Rhode Island,41.6809,-71.5118,443645,3770
South Carolina,33.8569,-80.945,1770059,18834
South Dakota,44.2998,-99.4388,271856,3118
Tennessee,35.7478,-86.6923,2441953,28593
Texas,31.0545,-97.5635,8211575,91595
Utah,40.15,-111.8624,1074828,5187
Vermont,44.0459,-72.7107,148393,791
Virgin Islands,18.3358,-64.8963,23781,127
Virginia,37.7693,-78.17,2199302,22670
Washington,47.4009,-121.4905,1883676,15038
West Virginia,38.4912,-80.9545,624721,7672
Wisconsin,44.2685,-89.6165,1963076,15807
Wyoming,42.756,-107.3025,182847,1958
Alabama,32.3182,-86.9023,909541,16455
Alaska,61.3707,-152.4044,157169,978
American Samoa,-14.271,-170.132,10,0
Arizona,33.7298,-111.4312,1390409,24355
Arkansas,34.9697,-92.3731,572822,9196
California,36.1162,-119.6816,5567223,76448
Colorado,39.0598,-105.3111,1015092,10840
Connecticut,41.5978,-72.7554,510188,9160
Delaware,39.3185,-75.5071,186996,2286
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,94286,1211
Florida,27.7663,-81.6868,4209927,62504
Georgia,33.0406,-83.6431,1839879,31443
Grand Princess,,,103,3
Guam,13.4443,144.7937,19618,270
Hawaii,21.0943,-157.4983,118820,1094
Idaho,44.2405,-114.4788,319382,4162
Illinois,40.3495,-88.9861,2149574,31017
Indiana,39.8494,-86.2583,1246854,19037
Iowa,42.0115,-93.2105,575501,7858
Kansas,38.5266,-96.7265,520134,7006
Kentucky,37.6681,-84.6701,856145,12118
Louisiana,31.1695,-91.8678,828695,14986
Maine,44.6939,-69.3819,146736,1531
Maryland,39.0639,-76.8021,747005,11870
Massachusetts,42.2302,-71.5301,1140614,16706
Michigan,43.3266,-84.5361,1710325,29020
Minnesota,45.6945,-93.9002,1022212,10656
Mississippi,32.7416,-89.6787,543737,10450
Missouri,38.4561,-92.2884,1019379,16233
Montana,46.9219,-110.4544,197724,2906
Nebraska,41.1254,-98.2681,338257,3338
Nevada,38.3135,-117.0554,484641,8419
New Hampshire,43.4525,-71.5639,198667,1961
New Jersey,40.2989,-74.521,1623096,29056
New Mexico,34.8405,-106.2485,350043,5855
New York,42.1657,-74.9481,3552059,59682
North Carolina,35.6301,-79.8064,1686667,19426
North Dakota,47.5289,-99.784,174833,2057
Northern Mariana Islands,15.0979,145.6739,3297,17
Ohio,40.3888,-82.7649,2053721,32135
Oklahoma,35.5653,-96.9289,708938,12419
Oregon,44.572,-122.0709,421263,5655
Pennsylvania,40.5908,-77.2098,2077224,36715
Puerto Rico,18.2208,-66.5901,292662,3310
Rhode Island,41.6809,-71.5118,231096,3066
South Carolina,33.8569,-80.945,975320,14636
South Dakota,44.2998,-99.4388,179204,2486
Tennessee,35.7478,-86.6923,1451327,20783
Texas,31.0545,-97.5635,4734215,75693
Utah,40.15,-111.8624,636992,3787
Vermont,44.0459,-72.7107,64447,471
Virgin Islands,18.3358,-64.8963,10106,89
Virginia,37.7693,-78.17,1118518,15587
Washington,47.4009,-121.4905,849075,9853
West Virginia,38.4912,-80.9545,328162,5336
Wisconsin,44.2685,-89.6165,1120663,11173
Wyoming,42.756,-107.3025,115638,1526
Alabama,32.3182,-86.9023,913603,16455
Alaska,61.3707,-152.4044,160089,979
American Samoa,-14.271,-170.132,10,0
Arizona,33.7298,-111.4312,1404601,24355
Arkansas,34.9697,-92.3731,574572,9221
California,36.1162,-119.6816,5707204,76469
Colorado,39.0598,-105.3111,1038681,10921
Connecticut,41.5978,-72.7554,533866,9210
Delaware,39.3185,-75.5071,189382,2286
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,103487,1218
Florida,27.7663,-81.6868,4209927,62504
Georgia,33.0406,-83.6431,1839879,31443
Grand Princess,,,103,3
Guam,13.4443,144.7937,19689,273
Hawaii,21.0943,-157.4983,121864,1094
Idaho,44.2405,-114.4788,320802,4169
Illinois,40.3495,-88.9861,2238762,31194
Indiana,39.8494,-86.2583,1278285,19084
Iowa,42.0115,-93.2105,575501,7858
Kansas,38.5266,-96.7265,534219,7049
Kentucky,37.6681,-84.6701,879057,12234
Louisiana,31.1695,-91.8678,859856,15001
Maine,44.6939,-69.3819,146736,1531
Maryland,39.0639,-76.8021,761924,11896
Massachusetts,42.2302,-71.5301,1173704,16744
Michigan,43.3266,-84.5361,1775882,29343
Minnesota,45.6945,-93.9002,1028986,10704
Mississippi,32.7416,-89.6787,561262,10455
Missouri,38.4561,-92.2884,1021433,16237
Montana,46.9219,-110.4544,198520,2908
Nebraska,41.1254,-98.2681,344392,3338
Nevada,38.3135,-117.0554,497084,8427
New Hampshire,43.4525,-71.5639,203749,1973
New Jersey,40.2989,-74.521,1644839,29073
New Mexico,34.8405,-106.2485,357480,5866
New York,42.1657,-74.9481,3684152,59760
North Carolina,35.6301,-79.8064,1732568,19457
North Dakota,47.5289,-99.784,176051,2057
Northern Mariana Islands,15.0979,145.6739,3297,17
Ohio,40.3888,-82.7649,2072663,32293
Oklahoma,35.5653,-96.9289,716851,12503
Oregon,44.572,-122.0709,430931,5666
Pennsylvania,40.5908,-77.2098,2101019,36799
Puerto Rico,18.2208,-66.5901,303533,3314
Rhode Island,41.6809,-71.5118,231096,3066
South Carolina,33.8569,-80.945,975320,14636
South Dakota,44.2998,-99.4388,179983,2494
Tennessee,35.7478,-86.6923,1460513,20833
Texas,31.0545,-97.5635,4795121,75917
Utah,40.15,-111.8624,651746,3804
Vermont,44.0459,-72.7107,67226,480
Virgin Islands,18.3358,-64.8963,10290,89
Virginia,37.7693,-78.17,1158764,15615
Washington,47.4009,-121.4905,882144,9853
West Virginia,38.4912,-80.9545,337326,5356
Wisconsin,44.2685,-89.6165,1132356,11185
Wyoming,42.756,-107.3025,116643,1526
Alabama,32.3182,-86.9023,574737,11492
Alaska,61.3707,-152.4044,74383,384
American Samoa,-14.271,-170.132,0,0
Arizona,33.7298,-111.4312,920084,18183
Arkansas,34.9697,-92.3731,378023,6087
California,36.1162,-119.6816,4003737,63886
Colorado,39.0598,-105.3111,578106,7020
Connecticut,41.5978,-72.7554,353114,8288
Delaware,39.3185,-75.5071,110943,1698
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,50228,1147
Florida,27.7663,-81.6868,2523510,38670
Georgia,33.0406,-83.6431,1167405,21644
Grand Princess,,,103,3
Guam,13.4443,144.7937,8514,143
Hawaii,21.0943,-157.4983,40984,529
Idaho,44.2405,-114.4788,199158,2189
Illinois,40.3495,-88.9861,1413502,25886
Indiana,39.8494,-86.2583,767409,13980
Iowa,42.0115,-93.2105,376673,6170
Kansas,38.5266,-96.7265,329240,5371
Kentucky,37.6681,-84.6701,477882,7323
Louisiana,31.1695,-91.8678,527253,10934
Maine,44.6939,-69.3819,70077,898
Maryland,39.0639,-76.8021,466514,9810
Massachusetts,42.2302,-71.5301,717284,14597
Michigan,43.3266,-84.5361,1008429,21165
Minnesota,45.6945,-93.9002,610839,7749
Mississippi,32.7416,-89.6787,338079,7523
Missouri,38.4561,-92.2884,673931,10043
Montana,46.9219,-110.4544,115665,1699
Nebraska,41.1254,-98.2681,226839,2284
Nevada,38.3135,-117.0554,352567,5854
New Hampshire,43.4525,-71.5639,100398,1386
New Jersey,40.2989,-74.521,1035027,26586
New Mexico,34.8405,-106.2485,209356,4402
New York,42.1657,-74.9481,2140258,53611
North Carolina,35.6301,-79.8064,1038976,13590
North Dakota,47.5289,-99.784,111196,1569
Northern Mariana Islands,15.0979,145.6739,183,2
Ohio,40.3888,-82.7649,1123964,20678
Oklahoma,35.5653,-96.9289,475578,7454
Oregon,44.572,-122.0709,216875,2843
Pennsylvania,40.5908,-77.2098,1235964,27831
Puerto Rico,18.2208,-66.5901,144413,2574
Rhode Island,41.6809,-71.5118,153802,2739
South Carolina,33.8569,-80.945,611594,9883
South Dakota,44.2998,-99.4388,124960,2043
Tennessee,35.7478,-86.6923,887654,12660
Texas,31.0545,-97.5635,3125251,52975
Utah,40.15,-111.8624,429300,2441
Vermont,44.0459,-72.7107,24760,259
Virgin Islands,18.3358,-64.8963,4450,36
Virginia,37.7693,-78.17,691018,11515
Washington,47.4009,-121.4905,470333,6097
West Virginia,38.4912,-80.9545,166297,2936
Wisconsin,44.2685,-89.6165,684119,8184
Wyoming,42.756,-107.3025,64623,776
Alabama,32.3182,-86.9023,572070,11483
Alaska,61.3707,-152.4044,74383,384
American Samoa,-14.271,-170.132,0,0
Arizona,33.7298,-111.4312,918609,18171
Arkansas,34.9697,-92.3731,375971,6077
California,36.1162,-119.6816,3995708,63856
Colorado,39.0598,-105.3111,577154,7015
Connecticut,41.5978,-72.7554,352626,8288
Delaware,39.3185,-75.5071,110862,1698
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,50160,1147
Florida,27.7663,-81.6868,2523510,38670
Georgia,33.0406,-83.6431,1163818,21628
Grand Princess,,,103,3
Guam,13.4443,144.7937,8506,143
Hawaii,21.0943,-157.4983,40822,529
Idaho,44.2405,-114.4788,198840,2188
Illinois,40.3495,-88.9861,1411823,25875
Indiana,39.8494,-86.2583,766351,13965
Iowa,42.0115,-93.2105,376673,6170
Kansas,38.5266,-96.7265,329183,5245
Kentucky,37.6681,-84.6701,476650,7319
Louisiana,31.1695,-91.8678,520435,10914
Maine,44.6939,-69.3819,69905,897
Maryland,39.0639,-76.8021,466205,9808
Massachusetts,42.2302,-71.5301,716452,14583
Michigan,43.3266,-84.5361,1006360,21146
Minnesota,45.6945,-93.9002,609810,7746
Mississippi,32.7416,-89.6787,336788,7508
Missouri,38.4561,-92.2884,671390,9981
Montana,46.9219,-110.4544,115406,1695
Nebraska,41.1254,-98.2681,226839,2284
Nevada,38.3135,-117.0554,351443,5837
New Hampshire,43.4525,-71.5639,100286,1385
New Jersey,40.2989,-74.521,1034233,26579
New Mexico,34.8405,-106.2485,209118,4400
New York,42.1657,-74.9481,2138643,53610
North Carolina,35.6301,-79.8064,1037373,13580
North Dakota,47.5289,-99.784,111115,1569
Northern Mariana Islands,15.0979,145.6739,183,2
Ohio,40.3888,-82.7649,1122647,20672
Oklahoma,35.5653,-96.9289,474845,7454
Oregon,44.572,-122.0709,215853,2838
Pennsylvania,40.5908,-77.2098,1234892,27827
Puerto Rico,18.2208,-66.5901,144321,2569
Rhode Island,41.6809,-71.5118,153697,2739
South Carolina,33.8569,-80.945,610477,9882
South Dakota,44.2998,-99.4388,124960,2043
Tennessee,35.7478,-86.6923,885392,12648
Texas,31.0545,-97.5635,3116591,52934
Utah,40.15,-111.8624,428687,2434
Vermont,44.0459,-72.7107,24748,259
Virgin Islands,18.3358,-64.8963,4403,35
Virginia,37.7693,-78.17,690183,11506
Washington,47.4009,-121.4905,469308,6089
West Virginia,38.4912,-80.9545,166108,2936
Wisconsin,44.2685,-89.6165,683041,8253
Wyoming,42.756,-107.3025,64451,766
Alabama,32.3182,-86.9023,520780,10728
Alaska,61.3707,-152.4044,65536,314
American Samoa,-14.271,-170.132,0,0
Arizona,33.7298,-111.4312,851265,17109
Arkansas,34.9697,-92.3731,332666,5680
California,36.1162,-119.6816,3769518,59757
Colorado,39.0598,-105.3111,500456,6317
Connecticut,41.5978,-72.7554,327298,7984
Delaware,39.3185,-75.5071,99515,1591
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,46209,1088
Florida,27.7663,-81.6868,2141686,34164
Georgia,33.0406,-83.6431,1078379,19600
Grand Princess,,,103,3
Guam,13.4443,144.7937,7851,136
Hawaii,21.0943,-157.4983,32271,473
Idaho,44.2405,-114.4788,184347,2006
Illinois,40.3495,-88.9861,1288934,23865
Indiana,39.8494,-86.2583,701971,13187
Iowa,42.0115,-93.2105,358395,5857
Kansas,38.5266,-96.7265,306481,4938
Kentucky,37.6681,-84.6701,434922,6285
Louisiana,31.1695,-91.8678,450673,10264
Maine,44.6939,-69.3819,55374,757
Maryland,39.0639,-76.8021,430351,8493
Massachusetts,42.2302,-71.5301,664943,13985
Michigan,43.3266,-84.5361,850583,17694
Minnesota,45.6945,-93.9002,547101,7056
Mississippi,32.7416,-89.6787,308111,7122
Missouri,38.4561,-92.2884,590452,8995
Montana,46.9219,-110.4544,106631,1526
Nebraska,41.1254,-98.2681,215074,2226
Nevada,38.3135,-117.0554,309150,5353
New Hampshire,43.4525,-71.5639,89983,1261
New Jersey,40.2989,-74.521,963484,25006
New Mexico,34.8405,-106.2485,194378,3996
New York,42.1657,-74.9481,1973308,51148
North Carolina,35.6301,-79.8064,938784,12325
North Dakota,47.5289,-99.784,105171,1505
Northern Mariana Islands,15.0979,145.6739,160,2
Ohio,40.3888,-82.7649,1045945,19534
Oklahoma,35.5653,-96.9289,444228,6697
Oregon,44.572,-122.0709,172206,2449
Pennsylvania,40.5908,-77.2098,1099004,25521
Puerto Rico,18.2208,-66.5901,117836,2182
Rhode Island,41.6809,-71.5118,143251,2642
South Carolina,33.8569,-80.945,564931,9304
South Dakota,44.2998,-99.4388,120379,1948
Tennessee,35.7478,-86.6923,822015,11976
Texas,31.0545,-97.5635,2880004,49314
Utah,40.15,-111.8624,391177,2161
Vermont,44.0459,-72.7107,21488,237
Virgin Islands,18.3358,-64.8963,3005,26
Virginia,37.7693,-78.17,640211,10510
Washington,47.4009,-121.4905,380339,5357
West Virginia,38.4912,-80.9545,147203,2756
Wisconsin,44.2685,-89.6165,648094,7402
Wyoming,42.756,-107.3025,57127,703
Alabama,32.3182,-86.9023,521201,10736
Alaska,61.3707,-152.4044,65730,334
American Samoa,-14.271,-170.132,0,0
Arizona,33.7298,-111.4312,851725,17123
Arkansas,34.9697,-92.3731,332949,5686
California,36.1162,-119.6816,3772209,59845
Colorado,39.0598,-105.3111,502193,6321
Connecticut,41.5978,-72.7554,328000,7990
Delaware,39.3185,-75.5071,99915,1595
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,46315,1090
Florida,27.7663,-81.6868,2148448,34238
Georgia,33.0406,-83.6431,1079979,19662
Grand Princess,,,103,3
Guam,13.4443,144.7937,7856,136
Hawaii,21.0943,-157.4983,32366,473
Idaho,44.2405,-114.4788,184557,2015
Illinois,40.3495,-88.9861,1292515,23896
Indiana,39.8494,-86.2583,703345,13194
Iowa,42.0115,-93.2105,358873,5870
Kansas,38.5266,-96.7265,306498,4938
Kentucky,37.6681,-84.6701,435743,6302
Louisiana,31.1695,-91.8678,451476,10273
Maine,44.6939,-69.3819,55954,758
Maryland,39.0639,-76.8021,431795,8512
Massachusetts,42.2302,-71.5301,667066,13994
Michigan,43.3266,-84.5361,857774,17817
Minnesota,45.6945,-93.9002,549830,7067
Mississippi,32.7416,-89.6787,308521,7127
Missouri,38.4561,-92.2884,591207,9000
Montana,46.9219,-110.4544,106823,1528
Nebraska,41.1254,-98.2681,215383,2205
Nevada,38.3135,-117.0554,309699,5359
New Hampshire,43.4525,-71.5639,90525,1264
New Jersey,40.2989,-74.521,967442,25053
New Mexico,34.8405,-106.2485,194605,3997
New York,42.1657,-74.9481,1980337,51217
North Carolina,35.6301,-79.8064,941218,12359
North Dakota,47.5289,-99.784,105349,1506
Northern Mariana Islands,15.0979,145.6739,162,2
Ohio,40.3888,-82.7649,1048109,19549
Oklahoma,35.5653,-96.9289,444590,6697
Oregon,44.572,-122.0709,172931,2455
Pennsylvania,40.5908,-77.2098,1104023,25569
Puerto Rico,18.2208,-66.5901,118936,2185
Rhode Island,41.6809,-71.5118,143740,2646
South Carolina,33.8569,-80.945,566018,9307
South Dakota,44.2998,-99.4388,120613,1949
Tennessee,35.7478,-86.6923,823393,11984
Texas,31.0545,-97.5635,2883274,49394
Utah,40.15,-111.8624,391633,2162
Vermont,44.0459,-72.7107,21664,240
Virgin Islands,18.3358,-64.8963,3022,26
Virginia,37.7693,-78.17,641626,10529
Washington,47.4009,-121.4905,381725,5362
West Virginia,38.4912,-80.9545,147596,2772
Wisconsin,44.2685,-89.6165,649178,7406
Wyoming,42.756,-107.3025,57203,703
Alabama,32.3182,-86.9023,852280,16265
Alaska,61.3707,-152.4044,153425,886
American Samoa,-14.271,-170.132,10,0
Arizona,33.7298,-111.4312,1316189,23036
Arkansas,34.9697,-92.3731,538426,8848
California,36.1162,-119.6816,5160809,75192
Colorado,39.0598,-105.3111,874593,10318
Connecticut,41.5978,-72.7554,439423,8972
Delaware,39.3185,-75.5071,160768,2218
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,68702,1199
Florida,27.7663,-81.6868,3754042,62026
Georgia,33.0406,-83.6431,1678746,30823
Grand Princess,,,103,3
Guam,13.4443,144.7937,19308,267
Hawaii,21.0943,-157.4983,89229,1058
Idaho,44.2405,-114.4788,311692,4029
Illinois,40.3495,-88.9861,1884748,29842
Indiana,39.8494,-86.2583,1150899,18014
Iowa,42.0115,-93.2105,546287,7550
Kansas,38.5266,-96.7265,486605,6834
Kentucky,37.6681,-84.6701,814203,11634
Louisiana,31.1695,-91.8678,775935,14877
Maine,44.6939,-69.3819,129997,1367
Maryland,39.0639,-76.8021,602917,11255
Massachusetts,42.2302,-71.5301,969589,16097
Michigan,43.3266,-84.5361,1567578,26914
Minnesota,45.6945,-93.9002,956779,9996
